,tweet_id,text,task1,task2,ID
35,1.130303481447764e+18,When i found out Bran was going to be king,NOT,NONE,hasoc_2020_en_1364
36,1.1301862590521631e+18,@kaymu12 Damn are you serious!!!!! I just followed you this morning. I left mine at the gym earlier today and now I… https://t.co/bvIv0TiABT,NOT,NONE,hasoc_2020_en_4573
45,1.1238033881882665e+18,@Rushh801 shit thats all that matters. and you was never big so lets cut it.,NOT,NONE,hasoc_2020_en_528
46,1.1270446666611917e+18,@ParasiteAHCF Embroidery would be a good place to start. Children have very small hands that are well-suited to fine needlework.,NOT,NONE,hasoc_2020_en_1018
49,1.1303090011855176e+18,@Trademarck @Neil_Zee @Knifewear Missed the garage sale.  He usually gets one for Father’s Day or his birthday to add to his collection. 😉,NOT,NONE,hasoc_2020_en_2748
52,1.1301451632531699e+18,"RT @dreddxn: in my dream, you're with me",NOT,NONE,hasoc_2020_en_810
54,1.1269791180656968e+18,@JulietMEvans A bad deal was totally ruled out by the same vile idiot. The EU and the rest of the world were going… https://t.co/85mVJjbRKo,NOT,NONE,hasoc_2020_en_2458
55,1.123653324383957e+18,@freepsports I don’t like him for a lot of reasons. But never thought he played that game.,NOT,NONE,hasoc_2020_en_1474
60,1.1235888285712877e+18,"@mitchellvii President Trump has exceeded all of my expectations. Not only is he a stellar President, he is a wonde… https://t.co/emLuCMS1Zd",NOT,NONE,hasoc_2020_en_1056
61,1.1236721610115565e+18,"RT @AdivasisMatter: ""We want to tell the world that the rulers of this country have looted the people."" #Adivasi author Gladson Dungdung wr…",NOT,NONE,hasoc_2020_en_1166
63,1.1236339592781293e+18,"@Nonku_Kay My mom told me once umuntu wahamba, they must never come back cos you don’t know who you’re dealing with, babuya beshintshile 🤞🏽",NOT,NONE,hasoc_2020_en_707
67,1.1301481664084008e+18,"RT @Skulltrendy: If you're sick of mosquitos ruining your day, this is PERFECT for you!

Buy now &amp; get Extra 10% Off Use code NEW10 

✅50%…",NOT,NONE,hasoc_2020_en_4194
68,1.1234976821593948e+18,go USTe!!!!!!!!!!!!! #KamiNaman 🐯💛,NOT,NONE,hasoc_2020_en_4706
69,1.1301273123038657e+18,"so my dad just told me that he’d like to eventually move to colorado, even within the next few years. BET?",NOT,NONE,hasoc_2020_en_218
70,1.1302507255132035e+18,"Omg, this is the stupiest warning I have ever seen! Im.gonna go deaf from thunder? Really???? @NWS https://t.co/IMg72zaoU3",NOT,NONE,hasoc_2020_en_4572
73,1.1269395783743406e+18,"Great News! Thank you @realDonaldTrump !

Pentagon To Transfer $1.5 Billion From Afghanistan Funding For Trump's Bo… https://t.co/coVw2oQEgl",NOT,NONE,hasoc_2020_en_2697
75,1.1235100176115548e+18,"RT @bilalfqi: While Shias are protesting against enforced disappearances outside President @ArifAlvi's house, banned sectarian outfit #ASWJ…",NOT,NONE,hasoc_2020_en_547
84,1.1237286331080786e+18,Do you like to plan things out or be spontaneous? — i want to say i'm a planner but everything i do is a spur of th… https://t.co/GT1BPZDuJr,NOT,NONE,hasoc_2020_en_4183
86,1.1268426186487849e+18,You’re sifting through the treasures and trash of your inner w... More for Virgo https://t.co/D0Xcgdp9e5,NOT,NONE,hasoc_2020_en_4257
88,1.1236284647692493e+18,"RT @Genius: ain't no question if i want it, i need it",NOT,NONE,hasoc_2020_en_3039
90,1.126874872817365e+18,RT @ClaraJeffery: Why do tech guys constantly want to spend their billions getting into space rather than IDK spending it on a Marshall pla…,NOT,NONE,hasoc_2020_en_1661
92,1.1301688820634336e+18,@OhIte_Ni Okayyyy 👏🏽 where ya going,NOT,NONE,hasoc_2020_en_1300
94,1.1269611957794898e+18,@TeamPelosi @SusanDanzig219 You do a phenomenal job. I sleep better at night knowing you're at helm.,NOT,NONE,hasoc_2020_en_3440
96,1.1300808603745402e+18,"＠null Another hour! It's May 19, 2019 at 09:00PM",NOT,NONE,hasoc_2020_en_4374
97,1.1235861022653522e+18,"@JakeSherman @yashar This isn't a partisan issue. He lied, it's a felony, he needs to go.",NOT,NONE,hasoc_2020_en_3391
99,1.1238116677694792e+18,"RT @novrpali: If you ever want to pray for me, then pray that the shahada will always be engraved in my heart until my final breath on this…",NOT,NONE,hasoc_2020_en_2409
100,1.1302026084619139e+18,"RT @laurabranigan: All READY for @StLouisBlues Game 5!!🙂 GO BLUES!!!🙂💙🎶💛🏒 ~ Kathy Golik, Other Half Entertainment #LGB #PlayGloria #LauraBr…",NOT,NONE,hasoc_2020_en_4600
101,1.1235784770458008e+18,"RT @shannon49170750: Me staring at my carmex only after applying it 3 minutes ago 

me:
Don’t do it 
Don’t do it 
Don’t do it 
Don’t do it…",NOT,NONE,hasoc_2020_en_5191
104,1.1268828126599373e+18,"RT @jintaellect: EXOLs: *brag about daesangs,gucci and album sales*

BTS: *now officially has the highest number of daesangs,DIOR works for…",NOT,NONE,hasoc_2020_en_1528
106,1.1234928377591849e+18,L O O K AT HIS ARMS THEYRE SO BUFF https://t.co/QEZqNlmdsz,NOT,NONE,hasoc_2020_en_4292
107,1.1268180064353402e+18,@LyricalWarsGh Kahaz where he vanish go,NOT,NONE,hasoc_2020_en_3277
108,1.1270137294539898e+18,"RT @scumbelievable: .@FerretParty: House Casten, sigil a white shark trailing fish on a field of deep blue, words ""The Blood Will Tell""",NOT,NONE,hasoc_2020_en_514
109,1.1236769970399192e+18,RT @brianjmoran: @B1N2H3X @jtrajewski @NCCC_MA I think we need to work on putting together an Internet of Scooters talk ;),NOT,NONE,hasoc_2020_en_4539
112,1.1303415908980572e+18,@chaechae_chae little chaer 🐯 https://t.co/3shgwDZynB,NOT,NONE,hasoc_2020_en_3769
114,1.1302394721911683e+18,Ooh I never have to go to Walmart. But this lmao,NOT,NONE,hasoc_2020_en_3443
118,1.1270564778127729e+18,"RT @LillyMaryPinto: I want this to happen to liar Pappu, 
foul mouthed siddu, sidramaiah, prakash raj, many more
So that they should think…",NOT,NONE,hasoc_2020_en_4517
120,1.1235713761017774e+18,RT @CocoaMochaCrml: @irontriIogy Somewhere out there is a six hour cut of this film and they need to put it on blu ray. I need the 45 minut…,NOT,NONE,hasoc_2020_en_2225
121,1.1237187387532781e+18,RT @SpyTalker: This is the third case in less than a year in which a former US intelligence officer has pled or been found guilty of conspi…,NOT,NONE,hasoc_2020_en_5137
123,1.13023296264414e+18,This is what you'll look like if you hate the letter l sub 2 myusernamesthis https://t.co/MlmNEzkXwj,NOT,NONE,hasoc_2020_en_4493
125,1.1267543369045852e+18,"We think you ought to know, dear brothers and sisters, about the trouble we went through in the …
https://t.co/Z13RYn86HZ",NOT,NONE,hasoc_2020_en_525
126,1.1236666245428388e+18,I need,NOT,NONE,hasoc_2020_en_1220
131,1.1269780275339795e+18,"RT @sehunwife124: [ HELP RT ]
Hi everyone, i need your help to report this instagram acc @/awiembr69 he’s using someone vid to make his so…",NOT,NONE,hasoc_2020_en_270
132,1.1237868878130545e+18,@AweminusDub You’re pouring up a 3,NOT,NONE,hasoc_2020_en_1655
133,1.1268785847722107e+18,I Agree with President Trump,NOT,NONE,hasoc_2020_en_1019
134,1.1268536454699868e+18,RT @Manny_Rae: If you're feeling sorry for the people of King's Landing just remember they rooted for Ned's execution. #GameofThrones https…,NOT,NONE,hasoc_2020_en_3896
136,1.1235787244887613e+18,@I_Marcism @colorblindk1d @NoahCRothman We know you probably legitimately think you are living under a tyrannical l… https://t.co/l26NTwwvQO,NOT,NONE,hasoc_2020_en_816
139,1.1236889256614093e+18,@KamalaHarris You were righteous and fierce. We're gonna need more of that if we're ever gonna crawl out of this slagheap of corruption.,NOT,NONE,hasoc_2020_en_4466
142,1.1300867324208824e+18,"RT @PS_OfficialTH: Go Go Go 🔥🔥🔥🔥💪

#วันเฮบ้านฮา
#HeyDayxPerthSaint https://t.co/1X0iXBGlFL",NOT,NONE,hasoc_2020_en_5045
153,1.1236751473434214e+18,"RT @abhisar_sharma: And as Pragya Thakur defends his father, guess which party will be his choice ? Rather which party will welcome him wit…",NOT,NONE,hasoc_2020_en_5265
154,1.1269263495059825e+18,"RT @eternallyixing: 190510 Yixing weibo update 

“@layzhang: uh are you fat or is your fur just long?” 🐶 https://t.co/R4DCG1pHVC",NOT,NONE,hasoc_2020_en_562
156,1.1300354696417688e+18,"Mags News Test mode May 19, 2019 at 04:58PM https://t.co/D62IrnG8fv",NOT,NONE,hasoc_2020_en_2854
157,1.1268065518036296e+18,@princessdaddyve They cooperated as much as they could before your friend her twted their private info just like th… https://t.co/R7XppllCZ0,NOT,NONE,hasoc_2020_en_4676
159,1.123562404472918e+18,"RT @PFr1end: If ever there was an advert for abolishing the Lords it is Lord Bichard who says Retired people could do work for pensions 
Pe…",NOT,NONE,hasoc_2020_en_5186
160,1.126980074358571e+18,3 people followed me // automatically checked by https://t.co/NQi4qeimwZ,NOT,NONE,hasoc_2020_en_503
167,1.1270859637656984e+18,"@casforachange thank you so much💕💕nobody deserves to go through something as horrid as that, you’re so strong ah❤️",NOT,NONE,hasoc_2020_en_1086
168,1.1236545784724767e+18,you need this! https://t.co/pYCcZznW9D here you go #AvalancheTheArchitect #Drake,NOT,NONE,hasoc_2020_en_3698
169,1.1267358861739251e+18,"Her: if you don’t get two kills in two shots I’m going through your phone. 

Me: 

#Fortnite #XboxShare https://t.co/uJugKk0oyc",NOT,NONE,hasoc_2020_en_3446
170,1.1235799198988e+18,.@JustinTrudeau it’s becoming increasingly unclear to me why you’re still advocating for another pipeline when you… https://t.co/Ic7TBkbRkD,NOT,NONE,hasoc_2020_en_1704
174,1.1237277690772111e+18,tell me what it is that you want from me,NOT,NONE,hasoc_2020_en_5259
175,1.1236627783659889e+18,"RT @__gaciria: ⚠️⚠️Only a few minutes left⚠️⚠️

GO GO GO

@BTS_twt #BBMAsTopSocial BTS https://t.co/oiATtr3BIs",NOT,NONE,hasoc_2020_en_2141
178,1.1270507106239488e+18,RT @sirenalba: @RyanDestiny ugh help us have the show back instead https://t.co/2drrypmB5x :( I don’t wanna say bye #SaveSTAR #renewSTAR,NOT,NONE,hasoc_2020_en_3084
179,1.1237500324470866e+18,RT @jeen4tae: Taehyung and visual always go hand in hand. https://t.co/Th1xooTyHe,NOT,NONE,hasoc_2020_en_1690
180,1.123619069519786e+18,RT @sapphicaptain: gamora getting ready to give the gays everything we want https://t.co/32atb3uLzy,NOT,NONE,hasoc_2020_en_4651
181,1.123609980454744e+18,1 like = 1 indireta com a inicial — Go go https://t.co/f2fzdGYuxw,NOT,NONE,hasoc_2020_en_1325
184,1.1235813165728193e+18,"If we would stop treating clinical terms as taboo, they wouldn't be taboo. Saying words like ""penis"" ""vagina"" ""sper… https://t.co/dYDF0nB6b0",NOT,NONE,hasoc_2020_en_4237
185,1.1269528827026227e+18,"We need a word for ‘going somewhere alone,sitting and waiting for some stranger to approach you’",NOT,NONE,hasoc_2020_en_1503
186,1.1300229790086308e+18,"my sister thought she was so slick coming into the house drunk, my dad caught her &amp; exposed tf out of her 😂😂😂",NOT,NONE,hasoc_2020_en_354
188,1.1269734557635256e+18,I (and I cannot stress this enough) know when you’re lying.,NOT,NONE,hasoc_2020_en_3984
190,1.1268922833816045e+18,"Why does this country seem so determined to plumb all the depths of evil now, I want us to be the opposite, I want… https://t.co/U7RYQHR0uG",NOT,NONE,hasoc_2020_en_2402
192,1.1269012298236397e+18,"RT @OgbeniDipo: To my young followers, please don’t engage in cybercrime or yahoo yahoo. You will only be destroying your own future. Work…",NOT,NONE,hasoc_2020_en_1715
194,1.1236710201525248e+18,"@realDonaldTrump Swamp people, -You all be found out now https://t.co/aLJHalUp8C",NOT,NONE,hasoc_2020_en_4214
195,1.1303340789124096e+18,RT @idillionaire: You’re going to start having more energy to do what you came here to do. Your purpose will revel itself and the supply wi…,NOT,NONE,hasoc_2020_en_3942
198,1.1301737139099976e+18,@Like_C1ockwork I need them jays,NOT,NONE,hasoc_2020_en_1546
199,1.123582293837271e+18,Omg curry dunks and it’s like top 10 plays come on ESPN you’re better than that,NOT,NONE,hasoc_2020_en_3026
201,1.123529412090028e+18,sick and tired of pretending,NOT,NONE,hasoc_2020_en_3973
202,1.1268162364388434e+18,"RT @julmoonchild: unnie, you’re- https://t.co/dAqcuuAFAE",NOT,NONE,hasoc_2020_en_3457
207,1.1235484835736371e+18,"RT @francisyuuuh: you’re an army if you use:

seokjin instead of jin
namjoon instead of RM
yoongi instead of suga
hoseok instead of j-hope…",NOT,NONE,hasoc_2020_en_5143
209,1.1302931047524393e+18,"RT @LLCooITre: Teacher: no question is a dumb question

The kid nobody likes: *asks a question*

The rest of the class: https://t.co/SgupNk…",NOT,NONE,hasoc_2020_en_1727
210,1.1270462269295411e+18,@BTS_twt You’re so cute:(((((,NOT,NONE,hasoc_2020_en_5161
215,1.1235461221931868e+18,@Khlomoney98 I’d say expose because he’s literally cheating but you know how some girls are when you tell them what their men are up to .,NOT,NONE,hasoc_2020_en_3739
216,1.1269259594358906e+18,@AskPlayStation I can’t get the 14 days free trial please fix I don’t have money for ps plus I need this,NOT,NONE,hasoc_2020_en_2327
217,1.1269444563416924e+18,4 people followed me // automatically checked by https://t.co/YoeXq27iwy,NOT,NONE,hasoc_2020_en_3802
218,1.1237537905392762e+18,RT @TomFitton: .@JudicialWatch FOIA disclosures help lead to criminal referral on Russiagate targeting of @realDonaldTrump. https://t.co/aS…,NOT,NONE,hasoc_2020_en_3316
219,1.1270641365826847e+18,@MollyBOfficial Ehhhhh i don’t know. The only cat I’ve ever had my parents told me got sick and died but 16 years l… https://t.co/KbEYh7svTR,NOT,NONE,hasoc_2020_en_3658
221,1.1270529755523113e+18,That’s ah damn shame 🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️,NOT,NONE,hasoc_2020_en_1945
223,1.1236134407681267e+18,@HeelBalor Just like her Father,NOT,NONE,hasoc_2020_en_3943
225,1.1270652480941505e+18,@amandapanda_5 A big mood,NOT,NONE,hasoc_2020_en_365
226,1.123550488451068e+18,RT @ChickenColeman: This is RACIST!!!!!! https://t.co/lalIrdBX1d,NOT,NONE,hasoc_2020_en_995
227,1.1235788419376536e+18,@lukeallmond1 Yup lol,NOT,NONE,hasoc_2020_en_2533
229,1.123682919422337e+18,Drafting Chapter Six of Changeling’s Guide to mastodon for Screen Reader Users. While you’re waiting for it to come… https://t.co/paDXiUOFt6,NOT,NONE,hasoc_2020_en_3736
231,1.1267774349619241e+18,"RT @SalmanNizami_: 2014- Modi means Business 
2015- Why Modi matters 
2019- India's Divider in CHIEF.

Modi's achievement in 5 yrs! https:/…",NOT,NONE,hasoc_2020_en_3838
236,1.1301689994869514e+18,RT @sxnchild13: get in loser we’re healing from past trauma and changing our negative coping mechanisms,NOT,NONE,hasoc_2020_en_3937
238,1.1300535764563231e+18,"RT @williamnhutton: Boris Johnson, a charlatan and an inveterate liar, will complete the transmutation of the Tory party into an ultra righ…",NOT,NONE,hasoc_2020_en_3677
244,1.1269283544127731e+18,But then I want a lunch plate from “young’s garden”,NOT,NONE,hasoc_2020_en_5329
245,1.1269270961215693e+18,@_theladycady @TheSunOfMST @tmorello And Twitter found that he’s violated their TOS. Soooooo......buh bye,NOT,NONE,hasoc_2020_en_4586
249,1.1300459050492147e+18,RT @G2Wunder: Ready for the fastest international bo5 ever played?,NOT,NONE,hasoc_2020_en_1104
254,1.1301174808637358e+18,RT @silverrich39: They'll get no business off me! https://t.co/32IvnvyunA,NOT,NONE,hasoc_2020_en_2793
255,1.1236536180061471e+18,"RT @SkeletonBarkley: Chubbs update 

He's getting huge

It feels like yesterday that I could hold him with one hand https://t.co/0ih6GJbiw3",NOT,NONE,hasoc_2020_en_416
258,1.1234992592303473e+18,"@emma_finance Morning, If I've exclude a transaction is there away to unexclue it?",NOT,NONE,hasoc_2020_en_1447
260,1.1269763498082797e+18,"@rosstmiller Yup. As I said, we don't know exactly what she's upset about as she hasn't told us",NOT,NONE,hasoc_2020_en_4167
261,1.1234852167089971e+18,"nerf bastion', 'i bet he doesnt kiss ya' and 'if you dont like furries go away' are phrases eternally engraved into my soul",NOT,NONE,hasoc_2020_en_1078
263,1.1235558403702784e+18,They’re waiting in line at Inkigayo to get their sandwiches,NOT,NONE,hasoc_2020_en_2227
264,1.1269436971600159e+18,"RT @zerenlogy: hi i need mutuals so please if you stan

&gt;&gt;&gt;&gt;nex7&lt;&lt;&lt;&lt; 
nine percent
unine
mr tyger
oner
mr-x
rocket girls
snh48
wayv
luhan,…",NOT,NONE,hasoc_2020_en_3326
267,1.130299828242604e+18,RT @esnypilots: here’s the rest of it @the1975 https://t.co/4Mvb2wgxat,NOT,NONE,hasoc_2020_en_4081
268,1.123567907399766e+18,"RT @LittleOne1_: confession no 1:

""Little bit tired today cuz homework and i need to wake up fast tomorrow, i hope im doing fine with myse…",NOT,NONE,hasoc_2020_en_1014
269,1.1268756781360824e+18,"@SaraCarterDC @RepJerryNadler Rep Nadler, This patriotic American supports President Trump, so you’re gonna have to… https://t.co/DB9XryhJWY",NOT,NONE,hasoc_2020_en_3095
270,1.1268627848457665e+18,@Nark_y I-I WON'T GO IN THERE EITHER,NOT,NONE,hasoc_2020_en_3432
271,1.1236889801747825e+18,@_mariannecar @pinchpunchpost Wish I'd have thought of it! Glad you decided to do it! 👍👍,NOT,NONE,hasoc_2020_en_2204
272,1.130092495398998e+18,"@thekidpink This is such an accurate statement, you’re the most loyal queen 👑",NOT,NONE,hasoc_2020_en_4962
273,1.1237626069997855e+18,"@brandeebabyyy 😌 I can agree to that, and we get along too! Lol",NOT,NONE,hasoc_2020_en_3954
274,1.1237174804620248e+18,THE SCREAMS ARE ON ANOTHER LEVEL I CAN TELL THEYRE SEEING @BTS_twt #BTSonE #BBMAs,NOT,NONE,hasoc_2020_en_4210
276,1.1300206218138378e+18,@BreakoutNET Makasih udah nayangin the biggest boyband in the whole world BTS di breakout! I purple you! (Means i l… https://t.co/eUmqUJMp7R,NOT,NONE,hasoc_2020_en_1314
280,1.1270346925978867e+18,@tr3glove For sure for me is ppl that do shit that tries to be cool or always tryna be a tough guy or using being a… https://t.co/VlAHQjotmT,NOT,NONE,hasoc_2020_en_463
282,1.1236086718443274e+18,"““What do we do if a migrant has come from a country without a functioning government? Think Somalia, Eritrea, Yeme… https://t.co/frL2Ucho5M",NOT,NONE,hasoc_2020_en_762
283,1.1270601058691072e+18,"i need to get strapped down, any mommies volunteer",NOT,NONE,hasoc_2020_en_1665
284,1.1268564430539039e+18,@ngreyy_ Don’t bring me into this it’s you’re own personal problem.,NOT,NONE,hasoc_2020_en_4773
286,1.1236109619177432e+18,"RT @eldeen0: Scroll down
⠀

⠀⠀

⠀

⠀
⠀

⠀
⠀

⠀
⠀

⠀
⠀

⠀
Keep scrolling

⠀

⠀
⠀

⠀
⠀

⠀
⠀

⠀

⠀

⠀

⠀

⠀
now you’re obligated to rt and rep…",NOT,NONE,hasoc_2020_en_4276
287,1.1268693531258962e+18,@funder @tifffuxxsake Do it,NOT,NONE,hasoc_2020_en_5366
288,1.126820850190123e+18,"Thanks for the info ___ I already knew , God’s got a good plan and He’s working it all out Nothing surprise God He’… https://t.co/ZScV2EB92i",NOT,NONE,hasoc_2020_en_3266
289,1.1302904036330086e+18,RT @philsadelphia: me after getting my popcorn ready for jeffree’s video and then hearing him say he’s not posting receipts https://t.co/lY…,NOT,NONE,hasoc_2020_en_3561
290,1.1235864210365971e+18,Lil' mama got a fatty I'm lovin ya waste line / Just like that you'll get them dollaz if ya wine https://t.co/Xgl8stYWnD,NOT,NONE,hasoc_2020_en_136
291,1.123715924383629e+18,@sunrickbell Holy Smoke Batman - will this mean he is shelving his $4 billion tax cut gift to Alberta's most profitable corporations?!,NOT,NONE,hasoc_2020_en_4899
293,1.130129912759763e+18,I think I want to spend a day at the spa for my birthday.,NOT,NONE,hasoc_2020_en_3358
297,1.1269266221483868e+18,"RT @forwardarc: Based on  your tax returns just for 10 years, NY Times concludes you were a  terrible business man (a total loser, in fact…",NOT,NONE,hasoc_2020_en_206
302,1.1237643098537082e+18,"RT @ReneeCarrollAZ: Just when you think the topic of abortion couldn't get any more vile, Alabama Democratic State Rep John Roberts comes a…",NOT,NONE,hasoc_2020_en_142
303,1.1236408715162911e+18,@SuzanneEvans1 You’re right...don’t vote.,NOT,NONE,hasoc_2020_en_3639
310,1.1268714083264472e+18,@MSNBC Thank God for Trump. President after President promised to address this problem and NOBODY stepped up........except Trump.,NOT,NONE,hasoc_2020_en_3012
311,1.1303435118852545e+18,Frenchie Fry Erasers - for those dog loving stationery addicts out there!! Great gifts for any age and will look su… https://t.co/KXw2TqVBFE,NOT,NONE,hasoc_2020_en_5043
312,1.1270123495109468e+18,"RT @realDonaldTrump: Your all time favorite President got tired of waiting for China to help out and start buying from our FARMERS, the gre…",NOT,NONE,hasoc_2020_en_5198
316,1.126879763388301e+18,I think I’m boutta fw Waffle House,NOT,NONE,hasoc_2020_en_2575
319,1.126921693828567e+18,"RT @OGSaffron: And so Maghavan heard Sudas' cries for help, and so he sent forth mighty bolts to help the young chief, like a conquering he…",NOT,NONE,hasoc_2020_en_240
320,1.1301234451680051e+18,"Sun, 19 May 2019 23:50:00 +0900",NOT,NONE,hasoc_2020_en_1095
321,1.1236573677095567e+18,RT @peoplefor: .@SenKamalaHarris: Has the President or anyone else at the White House ever suggested that you investigate anyone? Yes or no…,NOT,NONE,hasoc_2020_en_1369
323,1.1236154624140984e+18,"So apparently, shownu and hyungwon spend the night together. WE NEED SOME SELCAS U JFHSKHSJDJA",NOT,NONE,hasoc_2020_en_1873
326,1.1269129780775405e+18,RT @AphraBrandreth: You don’t need an excuse to #CelebrateChessington but cakes and face painting are always a bonus https://t.co/uV0NfXFDLz,NOT,NONE,hasoc_2020_en_4603
327,1.130092340184572e+18,"RT @PopCrave: 2 years ago today, @SelenaGomez released her most acclaimed single, “Bad Liar.” The Platinum-certified song peaked at #20 on…",NOT,NONE,hasoc_2020_en_103
330,1.1303010739383665e+18,RT @BodegaaCat: If you defend this season you’re actually a clown. Even the writers and cast are saying it’s shit,NOT,NONE,hasoc_2020_en_1398
331,1.126928811575001e+18,I don’t not like James Charles! I think he’s great but ONLY for makeup. I don’t understand why everyone keeps hypin… https://t.co/yTSJtlKvP4,NOT,NONE,hasoc_2020_en_1487
332,1.1268475050046833e+18,@VivanMarwaha @ProfVarshney But do middle class people want to vote terrorist accused...,NOT,NONE,hasoc_2020_en_2245
333,1.1237362541919396e+18,"RT @idoItear: ugh he’s OWNING the carpet as usual, nobody else could EVER https://t.co/0XwfINMeB5",NOT,NONE,hasoc_2020_en_4404
335,1.1234786568091523e+18,@RoccoMckay4 @TheTonySlattery I think he’ll be just fine and can handle a pathetic troll,NOT,NONE,hasoc_2020_en_1808
336,1.1237866990568448e+18,RT @snowfairyg: How do you think a 20 yr old yoongi would react if you told him one day he'd be rapping on stage in his own language in fro…,NOT,NONE,hasoc_2020_en_1289
337,1.126837904230187e+18,@DinoNuggetsYT When are you getting on worst games on roblox,NOT,NONE,hasoc_2020_en_3555
339,1.1269333875648387e+18,"RT @MyVeganMenu: Vegan Orange ""Chicken"" Stir Fry With Cauliflower - https://t.co/ryveYW0pRH 🌱

Tag someone who would 😍 this!

#food #foodpo…",NOT,NONE,hasoc_2020_en_2802
340,1.1269523164421734e+18,"@SkyNews I honestly think it was a very bad mistake, no one would be stupid enough to tweet that if they actually meant it,",NOT,NONE,hasoc_2020_en_2093
342,1.1235905692368814e+18,RT @CountDankulaTV: This is another problem that far lefties often use. They NEED an excuse to go after you as you have been painted their…,NOT,NONE,hasoc_2020_en_11
343,1.1268471988120904e+18,@MCSmallyy I didn’t think we had one,NOT,NONE,hasoc_2020_en_4858
347,1.1268743065947054e+18,Rockets get two games to beat warriors with no KD. Zero excuses,NOT,NONE,hasoc_2020_en_960
350,1.1267419008268e+18,RT @grins_mp3: my brother leaving this note on the couch for our turtle while he’s away at school https://t.co/0DViGF5vJU,NOT,NONE,hasoc_2020_en_5300
351,1.1237932421836104e+18,"RT @KeithOlbermann: PERFECTLY-BEHAVED MACY IS ON TOMORROW’S KILL LIST, ANYWAY. A “1” on the behavior school means ideal with people AND dog…",NOT,NONE,hasoc_2020_en_4481
352,1.1236838631238899e+18,"@votebates @DamianGreen @Conservatives @ToryCanvass @KentTories @AshfordCCA No, the local elections 2019 have becom… https://t.co/Na6GxKbGW4",NOT,NONE,hasoc_2020_en_2687
354,1.1268478908679043e+18,i hate psy stat for making me go to school at 8 on a FRIDAY but at least a) i was cute and b) our presentation went… https://t.co/YKDsR0IVaa,NOT,NONE,hasoc_2020_en_3407
356,1.1302537202378793e+18,"RT @philsadelphia: in honor of paul rudd hosting SNL tonight, here we have his groundbreaking role as dan charles aka one direction’s bigge…",NOT,NONE,hasoc_2020_en_851
357,1.1270229736914944e+18,"RT @GOPChairwoman: We've added 6 MILLION jobs since @realDonaldTrump’s election, unemployment is at record lows &amp; wages are on the rise.

O…",NOT,NONE,hasoc_2020_en_841
359,1.1269961678904851e+18,RT @muftimenk: Don’t stress over things you can’t control. Hand it over to the Almighty. There’s no need to spend sleepless nights thinking…,NOT,NONE,hasoc_2020_en_1889
